entity,value,synonyms
Député-e,GUEX Stéphane (dit Guex-Pierre),guex:stéphane:guex-pierre
Député-e,HUMBERSET Corinne,humberset:corinne
Député-e,RUCKTERSTUHL Jean-Claude,ruckterstuhl:jean-claude
Député-e,LONGO Katrin,longo:katrin
Député-e,KÜDERLI BERKANE Nicole,küderli:berkane:nicole
Député-e,FLAKS Joël,flaks:joël
Député-e,PERRIN Brigitte,perrin:brigitte
Député-e,GOUDAL Renaud,goudal:renaud
Député-e,MEYNET Danielle,meynet:danielle
Député-e,MEYNET Leon,meynet:leon
Député-e,TURNOWSKY Serge,turnowsky:serge
Député-e,ZIMMERMANN Olivier,zimmermann:olivier
Député-e,CHATELAIN Dimitri,chatelain:dimitri
Député-e,VIDONNE Thierry,vidonne:thierry
Député-e,LEITNER André,leitner:andré
Député-e,FONTANA Jérôme,fontana:jérôme
Député-e,DELACQUIS Cédric,delacquis:cédric
Député-e,ZAGATO Sophie,zagato:sophie
Député-e,VIDONNE Valérie,vidonne:valérie
Député-e,FERRAND Guy,ferrand:guy
Député-e,KUNZI Nicolas,kunzi:nicolas
